Название монеты,Тикер,Ссылка,Цена 
Hellsing Inu,HELLSING,https://coinmarketcap.com/currencies/hellsing-inu/,0.00
Rentible,RNB,https://coinmarketcap.com/currencies/rentible/,0.39
Mirrored Square,MSQ,https://coinmarketcap.com/currencies/mirrored-square/,126.70
Loot Network,LOOT,https://coinmarketcap.com/currencies/loot-network/,0.00
Chainlist,CLIST,https://coinmarketcap.com/currencies/chainlist/,0.00
CumInu,CUMINU,https://coinmarketcap.com/currencies/cuminu/,0.00
Crypto Raiders,RAIDER,https://coinmarketcap.com/currencies/crypto-raider/,2.17
UniWhales,UWL,https://coinmarketcap.com/currencies/uniwhales/,0.61
Energy8,E8,https://coinmarketcap.com/currencies/energy8/,0.00
HecoFi,HFI,https://coinmarketcap.com/currencies/hecofi/,0.00
DeepSpace Token,DXO,https://coinmarketcap.com/currencies/deepspace-token/,0.00
Bitcoin Asset,BTA,https://coinmarketcap.com/currencies/bitcoin-asset-new/,0.01
Sins Finance,SIN,https://coinmarketcap.com/currencies/sins-finance/,1.74
IXO,IXO,https://coinmarketcap.com/currencies/ixo/,0.29
Umi Digital,UMI,https://coinmarketcap.com/currencies/umi-digital/,0.00
Kitty Finance,KITTY,https://coinmarketcap.com/currencies/kitty-finance/,37.94
Beach Token BSC,BEACH,https://coinmarketcap.com/currencies/beach-token-bsc/,0.00
LinkCoin Token,LKN,https://coinmarketcap.com/currencies/linkcoin-token/,0.00
Cryptoids Game Coin,CGC,https://coinmarketcap.com/currencies/cryptoids-game-coin/,0.00
TigerQueen,TQUEEN,https://coinmarketcap.com/currencies/tigerqueen/,0.00
Versus Farm,VERSUS,https://coinmarketcap.com/currencies/versus-farm/,0.04
Grom,GR,https://coinmarketcap.com/currencies/grom/,0.02
Krypto Pets,KPETS,https://coinmarketcap.com/currencies/krypto-pets/,0.00
Electric Cash,ELCASH,https://coinmarketcap.com/currencies/electric-cash/,1.66
Finance.Vote,FVT,https://coinmarketcap.com/currencies/finance-vote/,0.01
Mirrored Airbnb Inc,mABNB,https://coinmarketcap.com/currencies/mirrored-airbnb-inc/,184.37
MicroPee,PEE,https://coinmarketcap.com/currencies/micropee/,0.00
JUST $APE,APE,https://coinmarketcap.com/currencies/just-ape/,0.00
DYOR Token,DYOR,https://coinmarketcap.com/currencies/dyor-token/,0.00
BitANT,BITANT,https://coinmarketcap.com/currencies/bitant/,0.00
DogeKing Metaverse,DogeKing,https://coinmarketcap.com/currencies/dogeking-metaverse/,0.00
Chiva Token,CHIV,https://coinmarketcap.com/currencies/chiva-token/,0.01
Himo World,HIMO,https://coinmarketcap.com/currencies/himo-world/,0.03
Grim EVO,GRIM EVO,https://coinmarketcap.com/currencies/grim-evo/,0.35
EvoCardano,EVOC,https://coinmarketcap.com/currencies/evocardano/,0.00
RBX,RBX,https://coinmarketcap.com/currencies/rbx/,0.10
Coinstox,CSX,https://coinmarketcap.com/currencies/coinstox/,0.00
Unitech,UTC,https://coinmarketcap.com/currencies/unitech/,1.01
JoinCoin,JOIN,https://coinmarketcap.com/currencies/join-coin/,0.00
Smart Marketing Token,SMT,https://coinmarketcap.com/currencies/smart-marketing-token/,0.26
Blue Baikal,BBC,https://coinmarketcap.com/currencies/blue-baikal/,0.00
MetAces,ACES,https://coinmarketcap.com/currencies/metaces/,0.00
Ara Blocks,ARA,https://coinmarketcap.com/currencies/ara-blocks/,0.00
eShark Token,ESHK,https://coinmarketcap.com/currencies/eshark-token/,0.00
Dhabi Coin,DBC,https://coinmarketcap.com/currencies/dhabi-coin/,0.00
Dot Arcade,ADT,https://coinmarketcap.com/currencies/dot-arcade/,0.09
Predictcoin,PRED,https://coinmarketcap.com/currencies/predictcoin/,2.76
DAWG,DAWG,https://coinmarketcap.com/currencies/dawg/,0.04
humanDAO,HDAO,https://coinmarketcap.com/currencies/humandao/,0.02
Felix,FLX,https://coinmarketcap.com/currencies/felix-token/,0.00
GOMA Finance [OLD],GOMA,https://coinmarketcap.com/currencies/goma-finance/,0.00
XStorage,XSTX,https://coinmarketcap.com/currencies/xstorage/,0.00
NEXTEP,NEXTEP,https://coinmarketcap.com/currencies/nextep/,0.00
Apple tokenized stock FTX,AAPL,https://coinmarketcap.com/currencies/apple-tokenized-stock-ftx/,162.00
Aurora Token,ADTX,https://coinmarketcap.com/currencies/aurora-token/,0.00
Duelist King,DKT,https://coinmarketcap.com/currencies/duelist-king/,0.54
South African Tether,xZAR,https://coinmarketcap.com/currencies/south-african-tether/,0.06
SatoshiCity,$CITY,https://coinmarketcap.com/currencies/satoshicity/,0.01
Struggle Doge,SGDOGE,https://coinmarketcap.com/currencies/struggle-doge/,0.01
3X Short Cardano Token,ADABEAR,https://coinmarketcap.com/currencies/3x-short-cardano-token/,0.00
Tank Gold Token,TGOLD,https://coinmarketcap.com/currencies/tank-wars-zone-tgold/,0.00
DEEPMAZE Finance,DPZ,https://coinmarketcap.com/currencies/deepmaze-finance/,0.01
ixirswap,IXIR,https://coinmarketcap.com/currencies/ixirswap/,0.01
SEKUYA,SKUY,https://coinmarketcap.com/currencies/sekuya/,0.00
Capital DAO Protocol,CDS,https://coinmarketcap.com/currencies/capital-dao-protocol/,0.006636
fBomb,BOMB,https://coinmarketcap.com/currencies/fbomb/,0.003477
United Bitcoin,UBTC,https://coinmarketcap.com/currencies/united-bitcoin/,0.9333
Slam Token,SLAM,https://coinmarketcap.com/currencies/slam-token/,0.000005326
Shibonk,SHIBO,https://coinmarketcap.com/currencies/shibonk/,0.0...08893
ChinaOM,COM,https://coinmarketcap.com/currencies/chinaom/,0.000005321
IceCream Shares,CSHARE,https://coinmarketcap.com/currencies/icecream-shares/,3.45
Easter Floki,EFLOKI,https://coinmarketcap.com/currencies/easter-floki/,0.00000008018
Head Football,HEAD,https://coinmarketcap.com/currencies/head-football/,0.005055
Crafty Metaverse,CMETA,https://coinmarketcap.com/currencies/crafty-metaverse/,0.0001254
Cross Chain Capital,CCC,https://coinmarketcap.com/currencies/cross-chain-capital/,0.00
Greenhouse,GREEN,https://coinmarketcap.com/currencies/greenhouse/,1.35
Saitanobi,SAITANOBI,https://coinmarketcap.com/currencies/saitanobi/,0.00
LaCucina,LAC,https://coinmarketcap.com/currencies/lacucina/,0.12
Polkaswap,PSWAP,https://coinmarketcap.com/currencies/polkaswap/,0.01
FIDELIS,FDLS,https://coinmarketcap.com/currencies/fidelis/,0.00
Rocky Inu,ROCKY,https://coinmarketcap.com/currencies/rocky-inu/,0.00
Superciety,SUPER,https://coinmarketcap.com/currencies/superciety/,0.04
Fox Finance,FOX,https://coinmarketcap.com/currencies/fox-finance/,0.00
Hoff Coin,HOFF,https://coinmarketcap.com/currencies/hoff-coin/,0.00
Starname,IOV,https://coinmarketcap.com/currencies/starname/,0.03
Meme Chain Capital,MEMES,https://coinmarketcap.com/currencies/meme-chain-capital/,0.00
Bonfire,BONFIRE,https://coinmarketcap.com/currencies/bonfire/,0.00
Gemlink,GLINK,https://coinmarketcap.com/currencies/gemlink/,0.01
Flare Token,1FLR,https://coinmarketcap.com/currencies/flare-token/,0.00
3X Long Shitcoin Index Token,BULLSHIT,https://coinmarketcap.com/currencies/3x-long-shitcoin-index-token/,3.65
Binopoly,BINO,https://coinmarketcap.com/currencies/binopoly/,0.02
Dragon Pool,DP,https://coinmarketcap.com/currencies/dragon-pool/,0.00
EverFight,EF,https://coinmarketcap.com/currencies/everfight/,0.00
Step Hero Soul,STEP,https://coinmarketcap.com/currencies/step-hero-step/,0.01
Dark Matter DeFi,DMD,https://coinmarketcap.com/currencies/dark-matter-defi/,0.02
EZDex,EZX,https://coinmarketcap.com/currencies/ezdex/,0.29
Asia Reserve Currency Coin,ARCC,https://coinmarketcap.com/currencies/asia-reserve-currency-coin/,0.02
MarbleVerse,RLM,https://coinmarketcap.com/currencies/marbleverse/,0.02
Mini Metis,MINIME,https://coinmarketcap.com/currencies/mini-metis/,0.00
Storage Area Network Anywhere,SANA,https://coinmarketcap.com/currencies/storage-area-network-anywhere/,0.00
ONE PIECE,ONEPIECE,https://coinmarketcap.com/currencies/one-piece/,0.00
Energyfi,EFT,https://coinmarketcap.com/currencies/energyfi/,0.01
Giresunspor Token,GRS,https://coinmarketcap.com/currencies/giresunspor-token/,0.03
Dobermann,DOBE,https://coinmarketcap.com/currencies/dobermann/,0.00
Metaplace,MPC,https://coinmarketcap.com/currencies/metaplace/,0.00
The Troller Coin,TROLLER,https://coinmarketcap.com/currencies/the-troller-coin/,0.00
AltSwitch,ALTS,https://coinmarketcap.com/currencies/altswitch/,0.00
Octans,OCTA,https://coinmarketcap.com/currencies/octans/,0.00
MOONEYE,ME,https://coinmarketcap.com/currencies/mooneye/,0.00
1x Long Bitcoin Implied Volatility Token,BVOL,https://coinmarketcap.com/currencies/1x-long-bitcoin-implied-volatility-token/,413.65
Small Doge,SDOG,https://coinmarketcap.com/currencies/small-doge/,0.00
Tranquility City,LUMEN,https://coinmarketcap.com/currencies/tranquility-city/,0.17
Dexfin,DXF,https://coinmarketcap.com/currencies/dexfin/,0.03
Mirrored Google,mGOOGL,https://coinmarketcap.com/currencies/mirrored-google/,2911.52
NOSHIT,NSH,https://coinmarketcap.com/currencies/noshit/,0.00
1Doge,1DOGE,https://coinmarketcap.com/currencies/1doge/,0.00
Hearts,HEART,https://coinmarketcap.com/currencies/hearts/,0.02
ElonDoge,EDOGE,https://coinmarketcap.com/currencies/elondoge/,0.00
Shiba Toby,SHBT,https://coinmarketcap.com/currencies/shiba-toby/,0.00
The Flash Currency,TFC,https://coinmarketcap.com/currencies/flash-currency/,0.00
MetaDoctor,MEDOC,https://coinmarketcap.com/currencies/metadoctor/,0.00
MOVEI COIN,MOVE,https://coinmarketcap.com/currencies/movei-coin/,0.00
AirPay,AIRPAY,https://coinmarketcap.com/currencies/airpay/,0.00
Valkyrio,VALK,https://coinmarketcap.com/currencies/valkyrio/,0.01
GinSpirit,GINSPIRIT,https://coinmarketcap.com/currencies/ginspirit/,0.01
TOURIST SHIBA INU,TOURISTS,https://coinmarketcap.com/currencies/tourist-shiba-inu/,0.00
Bantu,XBN,https://coinmarketcap.com/currencies/bantu/,0.02
Solomon Defi,SLM,https://coinmarketcap.com/currencies/solomon-defi/,0.01
Financial Intelligence Games,FIG,https://coinmarketcap.com/currencies/financial-intelligence-group/,0.02
Pirate Coin Games,PirateCoin☠,https://coinmarketcap.com/currencies/pirate-coin-games/,0.00
Merchant Token,MTO,https://coinmarketcap.com/currencies/merchant-token/,0.08
1X Short Dogecoin Token,DOGEHEDGE,https://coinmarketcap.com/currencies/1x-short-dogecoin-token/,0.61
Shield,SLD,https://coinmarketcap.com/currencies/shield-dao/,0.14
MoonRock V2,ROCK,https://coinmarketcap.com/currencies/moonrock-v2/,0.01
EvoCardano,EVOC,https://coinmarketcap.com/currencies/evocardano/,0.00
The Last War,TLW,https://coinmarketcap.com/currencies/the-last-war/,0.02
Farmers Only,FOX,https://coinmarketcap.com/currencies/farmers-only/,1.31
FTMlaunch,FTML,https://coinmarketcap.com/currencies/ftmlaunch/,0.00
RxC,RXC,https://coinmarketcap.com/currencies/rxc/,0.00
XCF Token,XCF,https://coinmarketcap.com/currencies/cenfura-token/,0.01
Boost Coin,BOOST,https://coinmarketcap.com/currencies/boost-coin/,0.00
Hanu Yokia,HANU,https://coinmarketcap.com/currencies/goji-crypto/,0.00
Civic Power,POWER,https://coinmarketcap.com/currencies/civic-power/,0.16
DNA(RXC),DNA,https://coinmarketcap.com/currencies/rxc-dna/,0.18
ZeroFi,ZERI,https://coinmarketcap.com/currencies/zerofi/,0.03
BNBBack,BNBBACK,https://coinmarketcap.com/currencies/bnbback/,0.00
Atlantis Metaverse,TAU,https://coinmarketcap.com/currencies/atlantis-metaverse/,0.03
Matic Launchpad,MATICPAD,https://coinmarketcap.com/currencies/matic-launchpad/,0.00
degemV2,DGMV2,https://coinmarketcap.com/currencies/degemv2/,0.01
Pacific DeFi,PACIFIC,https://coinmarketcap.com/currencies/pacific-defi/,0.00
Phantasia Sports,$FANT,https://coinmarketcap.com/currencies/phantasia/,0.05
Evodefi,GENX,https://coinmarketcap.com/currencies/evodefi/,0.13
MoonLift Capital,MLTPX,https://coinmarketcap.com/currencies/moonlift-protocol/,0.00
Baby Cheems Inu,BCI,https://coinmarketcap.com/currencies/baby-cheems-inu/,0.00
Graphene,GFN,https://coinmarketcap.com/currencies/graphene/,0.02
Salmonation,SUI,https://coinmarketcap.com/currencies/salmonation/,0.01
VPEX Exchange,VPX,https://coinmarketcap.com/currencies/vpex-exchange/,0.02
The Garden,TGC,https://coinmarketcap.com/currencies/the-garden/,0.34
Shibrobi,SHIBORG,https://coinmarketcap.com/currencies/shibrobi/,0.00
Stabledoc,SDT,https://coinmarketcap.com/currencies/stabledoc/,0.00
TopFlower,TPF,https://coinmarketcap.com/currencies/top-flower/,0.01
Heros Token,HEROS,https://coinmarketcap.com/currencies/hero-inu/,0.00
Solpad Finance,SOLPAD,https://coinmarketcap.com/currencies/solpad-finance/,0.00
LimitSwap,LIMIT,https://coinmarketcap.com/currencies/limitswap/,19.36
Meta Shark,MTS,https://coinmarketcap.com/currencies/meta-shark/,0.0...01092
Gric Coin,GC,https://coinmarketcap.com/currencies/gric-coin/,0.2363
Kaco Finance,KAC,https://coinmarketcap.com/currencies/kaco-finance/,0.03441
DoKEN,DOKEN,https://coinmarketcap.com/currencies/doken/,0.0000007839
Connector Coin,CTCO,https://coinmarketcap.com/currencies/connector-coin/,0.0003499
OXO.Farm,OXO,https://coinmarketcap.com/currencies/oxo-farm/,0.02731
Lucid Lands V2,LLG,https://coinmarketcap.com/currencies/lucid-lands-v2/,0.00469
CroBank,BANK,https://coinmarketcap.com/currencies/crobank/,0.2536
Wrapped Bitcoin Cash,WBCH,https://coinmarketcap.com/currencies/wrapped-bitcoin-cash/,353.29
Chain Estate DAO,CHES,https://coinmarketcap.com/currencies/chain-estate-dao/,0.000008182
Holy Trinity,HOLY,https://coinmarketcap.com/currencies/holy-trinity/,14.21
MineCrypto,MCR,https://coinmarketcap.com/currencies/minecrypto/,0.12
Baby Lambo Inu,BLINU,https://coinmarketcap.com/currencies/baby-lambo-inu/,0.00
Sound BSC,SOUND,https://coinmarketcap.com/currencies/sound-bsc/,0.00
Crypto Birds,XCB,https://coinmarketcap.com/currencies/crypto-birds/,0.02
X-HASH,XSH,https://coinmarketcap.com/currencies/x-hash/,1.98
Metaverse Future,METAF,https://coinmarketcap.com/currencies/metaverse-future/,0.00
Prometheus,PHI,https://coinmarketcap.com/currencies/prometheus/,6.18
T99 Token,TNN,https://coinmarketcap.com/currencies/t99-token/,0.01
DeFinity,DEFX,https://coinmarketcap.com/currencies/definity/,0.01
RabbitDAO,RS,https://coinmarketcap.com/currencies/rabbitdao/,0.07
Meta Pool,META,https://coinmarketcap.com/currencies/meta-pool/,0.06
Inverse BTC Flexible Leverage Index,IBTC-FLI-P,https://coinmarketcap.com/currencies/inverse-btc-flexible-leverage-index/,102.44
Mongoose,MONGOOSE,https://coinmarketcap.com/currencies/mongoose/,0.00
People's Punk,DDDD,https://coinmarketcap.com/currencies/peoples-punk/,0.00
Orica,ORI,https://coinmarketcap.com/currencies/orica/,0.01
DEGEN Index,DEGEN,https://coinmarketcap.com/currencies/degen-index/,2.82
Dogecoin 2.0,DOGE2,https://coinmarketcap.com/currencies/dogecoin-2/,0.01
Earnable v2,EARN,https://coinmarketcap.com/currencies/earnable-v2/,0.00
SwapDEX,SDX,https://coinmarketcap.com/currencies/swapdex/,0.04
Honey Deluxe Token,HONEYD,https://coinmarketcap.com/currencies/honey-deluxe-token/,1.09
PYE,PYE,https://coinmarketcap.com/currencies/pye/,0.00
BitCanna,BCNA,https://coinmarketcap.com/currencies/bitcanna/,0.05
PiratesKing,PKT,https://coinmarketcap.com/currencies/piratesking/,0.00
First Eleven,F11,https://coinmarketcap.com/currencies/first-eleven/,0.00
GreenAir,GREEN,https://coinmarketcap.com/currencies/greenair/,0.00
CPLAY Network,CPLAY,https://coinmarketcap.com/currencies/cplay-network/,0.00
Kirobo,KIRO,https://coinmarketcap.com/currencies/kirobo/,0.09
BabyDogeZilla,BABYDOGEZILLA,https://coinmarketcap.com/currencies/babydogezilla/,0.00
AtomPad,ATPAD,https://coinmarketcap.com/currencies/atompad/,0.02
Pearl,PEARL,https://coinmarketcap.com/currencies/crypto-bay/,0.01
PulseMoon,PULSEMOON,https://coinmarketcap.com/currencies/pulsemoon/,0.00
ZENFI AI,ZENFI,https://coinmarketcap.com/currencies/zenfi-ai/,1.96
SquidGameToken,SGT,https://coinmarketcap.com/currencies/squidgametoken/,0.00
Benzene,BZN,https://coinmarketcap.com/currencies/benzene/,0.86
Nexus Crypto Services,$NEXUS,https://coinmarketcap.com/currencies/nexus-folio/,0.08
Wall Street Capital,WSC,https://coinmarketcap.com/currencies/wall-street-capital/,0.00
Mirrored Goldman Sachs Group Inc,mGS,https://coinmarketcap.com/currencies/mirrored-goldman-sachs/,343.71
ZilStream,STREAM,https://coinmarketcap.com/currencies/zilstream/,0.07
DefiSportsCoin,DSC,https://coinmarketcap.com/currencies/defisportscoin/,0.00
MicroCats,$MCAT$,https://coinmarketcap.com/currencies/microcats/,0.00
CRB Coin,CRB,https://coinmarketcap.com/currencies/crb-coin/,0.00
Florida Man,FMAN,https://coinmarketcap.com/currencies/florida-man/,0.00
Agora Token,AGO,https://coinmarketcap.com/currencies/agora-token/,0.01
Saja,SJA,https://coinmarketcap.com/currencies/saja/,0.00
ElasticSwap,TIC,https://coinmarketcap.com/currencies/elasticswap/,9.13
Crypto Vault,CVT,https://coinmarketcap.com/currencies/crypto-vault/,0.00
Kross Chain LaunchPad,KCLP,https://coinmarketcap.com/currencies/kucoin-launchpad/,0.00
Marsupilamii,MARS,https://coinmarketcap.com/currencies/marsupilamii/,0.00
BlackHoleDAO,BHO,https://coinmarketcap.com/currencies/blackholedao/,0.00
Nowlage Coin,NAC,https://coinmarketcap.com/currencies/nowlage-coin/,0.02
CryptoCart V2,CCV2,https://coinmarketcap.com/currencies/cryptocart-v2/,2.55
Chimeras,CHIM,https://coinmarketcap.com/currencies/chimeras/,0.05
Enhance,ENH,https://coinmarketcap.com/currencies/enhancetoken/,0.00
xMooney,XM,https://coinmarketcap.com/currencies/xmooney/,0.00
Axial,AXIAL,https://coinmarketcap.com/currencies/axial/,0.01
peachfolio,PCHF,https://coinmarketcap.com/currencies/peachfolio/,0.00
MyTVchain [New],MYTV,https://coinmarketcap.com/currencies/mytvchain-2/,0.03
Chives Coin,XCC,https://coinmarketcap.com/currencies/chives-coin/,0.01
Vicewrld,VICE,https://coinmarketcap.com/currencies/vicewrld/,0.01
WaultSwap Polygon,WEXPOLY,https://coinmarketcap.com/currencies/waultswap-polygon/,0.00
Haven token,HAVEN,https://coinmarketcap.com/currencies/haven-token/,0.07
Rice,RICE,https://coinmarketcap.com/currencies/rice/,0.07
POKELON,POKELON,https://coinmarketcap.com/currencies/pokelon/,0.00
XFai,XFIT,https://coinmarketcap.com/currencies/xfai/,0.04
Yuan Chain Coin,YCC,https://coinmarketcap.com/currencies/yuan-chain-coin/,0.00
Netflix tokenized stock Bittrex,NFLX,https://coinmarketcap.com/currencies/netflix-tokenized-stock-bittrex/,215.42
EMOGI Network,LOL,https://coinmarketcap.com/currencies/emogi-network/,0.00
Invictus,IN,https://coinmarketcap.com/currencies/invictus/,37.87
Pampther,PAMPTHER,https://coinmarketcap.com/currencies/pampther/,0.00
Space Vikings,SVT,https://coinmarketcap.com/currencies/space-vikings/,0.00
Identity,IDTT,https://coinmarketcap.com/currencies/identity/,0.00
EarnX V2,EARNX,https://coinmarketcap.com/currencies/earnx-v2/,0.01
EagonSwap Token,EAGON,https://coinmarketcap.com/currencies/eagonswap-token/,0.00
